index,pokedex_number,name,german_name,generation,status,species,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
94,74,Geodude,Kleinstein,1,Normal,Rock Pokémon,Rock,Ground,0.4,20,3,Rock Head,Sturdy,Sand Veil,300,40,80,100,30,30,20,255,70,60,Medium Slow,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
95,74,Alolan Geodude,Kleinstein,1,Normal,Rock Pokémon,Rock,Electric,0.4,20.3,3,Magnet Pull,Sturdy,Galvanize,300,40,80,100,30,30,20,255,70,60,Medium Slow,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
96,75,Graveler,Georok,1,Normal,Rock Pokémon,Rock,Ground,1,105,3,Rock Head,Sturdy,Sand Veil,390,55,95,115,45,45,35,120,70,137,Medium Slow,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
97,75,Alolan Graveler,Georok,1,Normal,Rock Pokémon,Rock,Electric,1,110,3,Magnet Pull,Sturdy,Galvanize,390,55,95,115,45,45,35,120,70,137,Medium Slow,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
98,76,Golem,Geowaz,1,Normal,Megaton Pokémon,Rock,Ground,1.4,300,3,Rock Head,Sturdy,Sand Veil,495,80,120,130,55,65,45,45,70,223,Medium Slow,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
99,76,Alolan Golem,Geowaz,1,Normal,Megaton Pokémon,Rock,Electric,1.7,316,3,Magnet Pull,Sturdy,Galvanize,495,80,120,130,55,65,45,45,70,223,Medium Slow,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
100,77,Ponyta,Ponita,1,Normal,Fire Horse Pokémon,Fire,,1,30,3,Run Away,Flash Fire,Flame Body,410,50,85,55,65,65,90,190,70,82,Medium Fast,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
101,77,Galarian Ponyta,Ponita,1,Normal,Unique Horn Pokémon,Psychic,,0.8,24,3,Run Away,Pastel Veil,Anticipation,410,50,85,55,65,65,90,,,,Medium Fast,Field,,,20,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
102,78,Rapidash,Gallopa,1,Normal,Fire Horse Pokémon,Fire,,1.7,95,3,Run Away,Flash Fire,Flame Body,500,65,100,70,80,80,105,60,70,175,Medium Fast,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
103,78,Galarian Rapidash,Gallopa,1,Normal,Unique Horn Pokémon,Psychic,Fairy,1.7,80,3,Run Away,Pastel Veil,Anticipation,500,65,100,70,80,80,105,,,,Medium Fast,Field,,,20,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
104,79,Slowpoke,Flegmon,1,Normal,Dopey Pokémon,Water,Psychic,1.2,36,3,Oblivious,Own Tempo,Regenerator,315,90,65,65,40,40,15,190,70,63,Medium Fast,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
105,79,Galarian Slowpoke,Flegmon,8,Normal,Dopey Pokémon,Psychic,,1.2,36,3,Gluttony,Own Tempo,Regenerator,315,90,65,65,40,40,15,190,70,63,Medium Fast,Monster,Water 1,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
106,80,Slowbro,Lahmus,1,Normal,Hermit Crab Pokémon,Water,Psychic,1.6,78.5,3,Oblivious,Own Tempo,Regenerator,490,95,75,110,100,80,30,75,70,172,Medium Fast,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
107,80,Mega Slowbro,Lahmus,1,Normal,Hermit Crab Pokémon,Water,Psychic,2,120,1,Shell Armor,,,590,95,75,180,130,80,30,75,70,207,Medium Fast,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
108,80,Galarian Slowbro,Lahmus,8,Normal,Hermit Crab Pokémon,Poison,Psychic,1.6,70.5,3,Quick Draw,Own Tempo,Regenerator,490,95,100,95,100,70,30,75,70,,Medium Fast,Monster,Water 1,50,20,1,1,1,1,0.5,1,0.25,0.5,2,1,1,1,1,2,1,2,1,0.5
109,81,Magnemite,Magnetilo,1,Normal,Magnet Pokémon,Electric,Steel,0.3,6,3,Magnet Pull,Sturdy,Analytic,325,25,35,70,95,55,45,190,70,65,Medium Fast,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
110,82,Magneton,Magneton,1,Normal,Magnet Pokémon,Electric,Steel,1,60,3,Magnet Pull,Sturdy,Analytic,465,50,60,95,120,70,70,60,70,163,Medium Fast,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
111,83,Farfetch'd,Porenta,1,Normal,Wild Duck Pokémon,Normal,Flying,0.8,15,3,Keen Eye,Inner Focus,Defiant,377,52,90,55,58,62,60,45,70,132,Medium Fast,Field,Flying,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
112,83,Galarian Farfetch'd,Porenta,1,Normal,Wild Duck Pokémon,Fighting,,0.8,42,2,Steadfast,,Scrappy,377,52,95,55,58,62,55,,,,Medium Fast,Field,Flying,,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
113,84,Doduo,Dodu,1,Normal,Twin Bird Pokémon,Normal,Flying,1.4,39.2,3,Run Away,Early Bird,Tangled Feet,310,35,85,45,35,35,75,190,70,62,Medium Fast,Flying,,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
114,85,Dodrio,Dodri,1,Normal,Triple Bird Pokémon,Normal,Flying,1.8,85.2,3,Run Away,Early Bird,Tangled Feet,470,60,110,70,60,60,110,45,70,165,Medium Fast,Flying,,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
115,86,Seel,Jurob,1,Normal,Sea Lion Pokémon,Water,,1.1,90,3,Thick Fat,Hydration,Ice Body,325,65,45,55,45,70,45,190,70,65,Medium Fast,Field,Water 1,50,20,1,0.25,0.5,2,2,0.25,1,1,1,1,1,1,1,1,1,1,0.5,1
116,87,Dewgong,Jugong,1,Normal,Sea Lion Pokémon,Water,Ice,1.7,120,3,Thick Fat,Hydration,Ice Body,475,90,70,80,70,95,70,75,70,166,Medium Fast,Field,Water 1,50,20,1,0.5,0.5,2,2,125,2,1,1,1,1,1,2,1,1,1,1,1
117,88,Grimer,Sleima,1,Normal,Sludge Pokémon,Poison,,0.9,30,3,Stench,Sticky Hold,Poison Touch,325,80,80,50,40,50,25,190,70,65,Medium Fast,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
118,88,Alolan Grimer,Sleima,1,Normal,Sludge Pokémon,Poison,Dark,0.7,42,3,Poison Touch,Gluttony,Power of Alchemy,325,80,80,50,40,50,25,190,70,65,Medium Fast,Amorphous,,50,20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
119,89,Muk,Sleimok,1,Normal,Sludge Pokémon,Poison,,1.2,30,3,Stench,Sticky Hold,Poison Touch,500,105,105,75,65,100,50,75,70,175,Medium Fast,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
120,89,Alolan Muk,Sleimok,1,Normal,Sludge Pokémon,Poison,Dark,1,52,3,Poison Touch,Gluttony,Power of Alchemy,500,105,105,75,65,100,50,75,70,175,Medium Fast,Amorphous,,50,20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
121,90,Shellder,Muschas,1,Normal,Bivalve Pokémon,Water,,0.3,4,3,Shell Armor,Skill Link,Overcoat,305,30,65,100,45,25,40,190,70,61,Slow,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
122,91,Cloyster,Austos,1,Normal,Bivalve Pokémon,Water,Ice,1.5,132.5,3,Shell Armor,Skill Link,Overcoat,525,50,95,180,85,45,70,60,70,184,Slow,Water 3,,50,20,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
123,92,Gastly,Nebulak,1,Normal,Gas Pokémon,Ghost,Poison,1.3,0.1,1,Levitate,,,310,30,35,30,100,35,80,190,70,62,Medium Slow,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
124,93,Haunter,Alpollo,1,Normal,Gas Pokémon,Ghost,Poison,1.6,0.1,1,Levitate,,,405,45,50,45,115,55,95,90,70,142,Medium Slow,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
125,94,Gengar,Gengar,1,Normal,Shadow Pokémon,Ghost,Poison,1.5,40.5,1,Cursed Body,,,500,60,65,60,130,75,110,45,70,225,Medium Slow,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
126,94,Mega Gengar,Gengar,1,Normal,Shadow Pokémon,Ghost,Poison,1.4,40.5,1,Shadow Tag,,,600,60,65,80,170,95,130,45,70,270,Medium Slow,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
127,95,Onix,Onix,1,Normal,Rock Snake Pokémon,Rock,Ground,8.8,210,3,Rock Head,Sturdy,Weak Armor,385,35,45,160,30,45,70,45,70,77,Medium Fast,Mineral,,50,25,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
128,96,Drowzee,Traumato,1,Normal,Hypnosis Pokémon,Psychic,,1,32.4,3,Insomnia,Forewarn,Inner Focus,328,60,48,45,43,90,42,190,70,66,Medium Fast,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
129,97,Hypno,Hypno,1,Normal,Hypnosis Pokémon,Psychic,,1.6,75.6,3,Insomnia,Forewarn,Inner Focus,483,85,73,70,73,115,67,75,70,169,Medium Fast,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
130,98,Krabby,Krabby,1,Normal,River Crab Pokémon,Water,,0.4,6.5,3,Hyper Cutter,Shell Armor,Sheer Force,325,30,105,90,25,25,50,225,70,65,Medium Fast,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
131,99,Kingler,Kingler,1,Normal,Pincer Pokémon,Water,,1.3,60,3,Hyper Cutter,Shell Armor,Sheer Force,475,55,130,115,50,50,75,60,70,166,Medium Fast,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
132,100,Voltorb,Voltobal,1,Normal,Ball Pokémon,Electric,,0.5,10.4,3,Soundproof,Static,Aftermath,330,40,30,50,55,55,100,190,70,66,Medium Fast,Mineral,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
133,101,Electrode,Lektrobal,1,Normal,Ball Pokémon,Electric,,1.2,66.6,3,Soundproof,Static,Aftermath,490,60,50,70,80,80,150,60,70,172,Medium Fast,Mineral,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
134,102,Exeggcute,Owei,1,Normal,Egg Pokémon,Grass,Psychic,0.4,2.5,2,Chlorophyll,,Harvest,325,60,40,80,60,45,40,90,70,65,Slow,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
135,103,Exeggutor,Kokowei,1,Normal,Coconut Pokémon,Grass,Psychic,2,120,2,Chlorophyll,,Harvest,530,95,95,85,125,75,55,45,70,186,Slow,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
136,103,Alolan Exeggutor,Kokowei,1,Normal,Coconut Pokémon,Grass,Dragon,10.9,415.6,2,Frisk,,Harvest,530,95,105,85,125,75,45,45,70,186,Slow,Grass,,50,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
137,104,Cubone,Tragosso,1,Normal,Lonely Pokémon,Ground,,0.4,6.5,3,Rock Head,Lightning Rod,Battle Armor,320,50,50,95,40,50,35,190,70,64,Medium Fast,Monster,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
138,105,Marowak,Knogga,1,Normal,Bone Keeper Pokémon,Ground,,1,45,3,Rock Head,Lightning Rod,Battle Armor,425,60,80,110,50,80,45,75,70,149,Medium Fast,Monster,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
139,105,Alolan Marowak,Knogga,1,Normal,Bone Keeper Pokémon,Fire,Ghost,1,34,3,Cursed Body,Lightning Rod,Rock Head,425,60,80,110,50,80,45,75,70,149,Medium Fast,Monster,,50,20,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
140,106,Hitmonlee,Kicklee,1,Normal,Kicking Pokémon,Fighting,,1.5,49.8,3,Limber,Reckless,Unburden,455,50,120,53,35,110,87,45,70,159,Medium Fast,Human-Like,,100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
141,107,Hitmonchan,Nockchan,1,Normal,Punching Pokémon,Fighting,,1.4,50.2,3,Keen Eye,Iron Fist,Inner Focus,455,50,105,79,35,110,76,45,70,159,Medium Fast,Human-Like,,100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
142,108,Lickitung,Schlurp,1,Normal,Licking Pokémon,Normal,,1.2,65.5,3,Own Tempo,Oblivious,Cloud Nine,385,90,55,75,60,75,30,45,70,77,Medium Fast,Monster,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
143,109,Koffing,Smogon,1,Normal,Poison Gas Pokémon,Poison,,0.6,1,3,Levitate,Neutralizing Gas,Stench,340,40,65,95,60,45,35,190,70,68,Medium Fast,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5
144,110,Weezing,Smogmog,1,Normal,Poison Gas Pokémon,Poison,,1.2,9.5,3,Levitate,Neutralizing Gas,Stench,490,65,90,120,85,70,60,60,70,172,Medium Fast,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5
145,110,Galarian Weezing,Smogmog,1,Normal,Poison Gas Pokémon,Poison,Fairy,3,16,3,Levitate,Neutralizing Gas,Misty Surge,490,65,90,120,85,70,60,,,,Medium Fast,Amorphous,,,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
146,111,Rhyhorn,Rihorn,1,Normal,Spikes Pokémon,Ground,Rock,1,115,3,Lightning Rod,Rock Head,Reckless,345,80,85,95,30,30,25,120,70,69,Slow,Field,Monster,50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
147,112,Rhydon,Rizeros,1,Normal,Drill Pokémon,Ground,Rock,1.9,120,3,Lightning Rod,Rock Head,Reckless,485,105,130,120,45,45,40,60,70,170,Slow,Field,Monster,50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
148,113,Chansey,Chaneira,1,Normal,Egg Pokémon,Normal,,1.1,34.6,3,Natural Cure,Serene Grace,Healer,450,250,5,5,35,105,50,30,140,395,Fast,Fairy,,0,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
149,114,Tangela,Tangela,1,Normal,Vine Pokémon,Grass,,1,35,3,Chlorophyll,Leaf Guard,Regenerator,435,65,55,115,100,40,60,45,70,87,Medium Fast,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
150,115,Kangaskhan,Kangama,1,Normal,Parent Pokémon,Normal,,2.2,80,3,Early Bird,Scrappy,Inner Focus,490,105,95,80,40,80,90,45,70,172,Medium Fast,Monster,,0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
151,115,Mega Kangaskhan,Kangama,1,Normal,Parent Pokémon,Normal,,2.2,100,1,Parental Bond,,,590,105,125,100,60,100,100,45,70,207,Medium Fast,Monster,,0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
152,116,Horsea,Seeper,1,Normal,Dragon Pokémon,Water,,0.4,8,3,Swift Swim,Sniper,Damp,295,30,40,70,70,25,60,225,70,59,Medium Fast,Dragon,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
153,117,Seadra,Seemon,1,Normal,Dragon Pokémon,Water,,1.2,25,3,Poison Point,Sniper,Damp,440,55,65,95,95,45,85,75,70,154,Medium Fast,Dragon,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
154,118,Goldeen,Goldini,1,Normal,Goldfish Pokémon,Water,,0.6,15,3,Swift Swim,Water Veil,Lightning Rod,320,45,67,60,35,50,63,225,70,64,Medium Fast,Water 2,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
155,119,Seaking,Golking,1,Normal,Goldfish Pokémon,Water,,1.3,39,3,Swift Swim,Water Veil,Lightning Rod,450,80,92,65,65,80,68,60,70,158,Medium Fast,Water 2,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
156,120,Staryu,Sterndu,1,Normal,Star Shape Pokémon,Water,,0.8,34.5,3,Illuminate,Natural Cure,Analytic,340,30,45,55,70,55,85,225,70,68,Slow,Water 3,,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
157,121,Starmie,Starmie,1,Normal,Mysterious Pokémon,Water,Psychic,1.1,80,3,Illuminate,Natural Cure,Analytic,520,60,75,85,100,85,115,60,70,182,Slow,Water 3,,,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
158,122,Mr. Mime,Pantimos,1,Normal,Barrier Pokémon,Psychic,Fairy,1.3,54.5,3,Soundproof,Filter,Technician,460,40,45,65,100,120,90,45,70,161,Medium Fast,Human-Like,,50,25,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
159,122,Galarian Mr. Mime,Pantimos,1,Normal,Dancing Pokémon,Psychic,Ice,1.4,56.8,3,Vital Spirit,Screen Cleaner,Ice Body,460,50,65,65,90,90,100,,,,Medium Fast,Human-Like,,,25,1,1,1,1,1,1,0.25,1.5,1,1,0.5,1,1,1.5,0,1,1.5,1
160,123,Scyther,Sichlor,1,Normal,Mantis Pokémon,Bug,Flying,1.5,56,3,Swarm,Technician,Steadfast,500,70,110,80,55,80,105,45,70,100,Medium Fast,Bug,,50,25,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
161,124,Jynx,Rossana,1,Normal,Human Shape Pokémon,Ice,Psychic,1.4,40.6,3,Oblivious,Forewarn,Dry Skin,455,65,50,35,115,95,95,45,70,159,Medium Fast,Human-Like,,0,25,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
162,125,Electabuzz,Elektek,1,Normal,Electric Pokémon,Electric,,1.1,30,2,Static,,Vital Spirit,490,65,83,57,95,85,105,45,70,172,Medium Fast,Human-Like,,75,25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
163,126,Magmar,Magmar,1,Normal,Spitfire Pokémon,Fire,,1.3,44.5,2,Flame Body,,Vital Spirit,495,65,95,57,100,85,93,45,70,173,Medium Fast,Human-Like,,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
164,127,Pinsir,Pinsir,1,Normal,Stag Beetle Pokémon,Bug,,1.5,55,3,Hyper Cutter,Mold Breaker,Moxie,500,65,125,100,55,70,85,45,70,175,Slow,Bug,,50,25,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
165,127,Mega Pinsir,Pinsir,1,Normal,Stag Beetle Pokémon,Bug,Flying,1.7,59,1,Aerilate,,,600,65,155,120,65,90,105,45,70,210,Slow,Bug,,50,25,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
166,128,Tauros,Tauros,1,Normal,Wild Bull Pokémon,Normal,,1.4,88.4,3,Intimidate,Anger Point,Sheer Force,490,75,100,95,40,70,110,45,70,172,Slow,Field,,100,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
167,129,Magikarp,Karpador,1,Normal,Fish Pokémon,Water,,0.9,10,2,Swift Swim,,Rattled,200,20,10,55,15,20,80,255,70,40,Slow,Dragon,Water 2,50,5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
168,130,Gyarados,Garados,1,Normal,Atrocious Pokémon,Water,Flying,6.5,235,2,Intimidate,,Moxie,540,95,125,79,60,100,81,45,70,189,Slow,Dragon,Water 2,50,5,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
169,130,Mega Gyarados,Garados,1,Normal,Atrocious Pokémon,Water,Dark,6.5,305,1,Mold Breaker,,,640,95,155,109,70,130,81,45,70,224,Slow,Dragon,Water 2,50,5,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
170,131,Lapras,Lapras,1,Normal,Transport Pokémon,Water,Ice,2.5,220,3,Water Absorb,Shell Armor,Hydration,535,130,85,80,85,95,60,45,70,187,Slow,Monster,Water 1,50,40,1,1,0,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
171,132,Ditto,Ditto,1,Normal,Transform Pokémon,Normal,,0.3,4,2,Limber,,Imposter,288,48,48,48,48,48,48,35,70,101,Medium Fast,Ditto,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
172,133,Eevee,Evoli,1,Normal,Evolution Pokémon,Normal,,0.3,6.5,3,Run Away,Adaptability,Anticipation,325,55,55,50,45,65,55,45,70,65,Medium Fast,Field,,87.5,35,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
173,133,Partner Eevee,Evoli,1,Normal,Evolution Pokémon,Normal,,0.3,6.5,1,,,Anticipation,435,65,75,70,65,85,75,45,70,65,Medium Fast,,,87.5,35,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
174,134,Vaporeon,Aquana,1,Normal,Bubble Jet Pokémon,Water,,1,29,2,Water Absorb,,Hydration,525,130,65,60,110,95,65,45,70,184,Medium Fast,Field,,87.5,35,1,0.5,0,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
175,135,Jolteon,Blitza,1,Normal,Lightning Pokémon,Electric,,0.8,24.5,2,Volt Absorb,,Quick Feet,525,65,65,60,110,95,130,45,70,184,Medium Fast,Field,,87.5,35,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
176,136,Flareon,Flamara,1,Normal,Flame Pokémon,Fire,,0.9,25,2,Flash Fire,,Guts,525,65,130,60,95,110,65,45,70,184,Medium Fast,Field,,87.5,35,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
177,137,Porygon,Porygon,1,Normal,Virtual Pokémon,Normal,,0.8,36.5,3,Trace,Download,Analytic,395,65,60,70,85,75,40,45,70,79,Medium Fast,Mineral,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
178,138,Omanyte,Amonitas,1,Normal,Spiral Pokémon,Rock,Water,0.4,7.5,3,Swift Swim,Shell Armor,Weak Armor,355,35,40,100,90,55,35,45,70,71,Medium Fast,Water 1,Water 3,87.5,30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
179,139,Omastar,Amoroso,1,Normal,Spiral Pokémon,Rock,Water,1,35,3,Swift Swim,Shell Armor,Weak Armor,495,70,60,125,115,70,55,45,70,173,Medium Fast,Water 1,Water 3,87.5,30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
180,140,Kabuto,Kabuto,1,Normal,Shellfish Pokémon,Rock,Water,0.5,11.5,3,Swift Swim,Battle Armor,Weak Armor,355,30,80,90,55,45,55,45,70,71,Medium Fast,Water 1,Water 3,87.5,30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
181,141,Kabutops,Kabutops,1,Normal,Shellfish Pokémon,Rock,Water,1.3,40.5,3,Swift Swim,Battle Armor,Weak Armor,495,60,115,105,65,70,80,45,70,173,Medium Fast,Water 1,Water 3,87.5,30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
182,142,Aerodactyl,Aerodactyl,1,Normal,Fossil Pokémon,Rock,Flying,1.8,59,3,Rock Head,Pressure,Unnerve,515,80,105,65,60,75,130,45,70,180,Slow,Flying,,87.5,35,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
183,142,Mega Aerodactyl,Aerodactyl,1,Normal,Fossil Pokémon,Rock,Flying,2.1,79,1,Tough Claws,,,615,80,135,85,70,95,150,45,70,215,Slow,Flying,,87.5,35,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
184,143,Snorlax,Relaxo,1,Normal,Sleeping Pokémon,Normal,,2.1,460,3,Immunity,Thick Fat,Gluttony,540,160,110,65,65,110,30,25,70,189,Slow,Monster,,87.5,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
185,144,Articuno,Arktos,1,Sub Legendary,Freeze Pokémon,Ice,Flying,1.7,55.4,2,Pressure,,Snow Cloak,580,90,85,100,95,125,85,3,35,261,Slow,Undiscovered,,,80,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1
186,144,Galarian Articuno,Arktos,8,Sub Legendary,Cruel Pokémon,Psychic,Flying,1.7,50.9,1,Competitive,,,580,90,85,85,125,100,95,3,35,,Slow,Undiscovered,,,120,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
187,145,Zapdos,Zapdos,1,Sub Legendary,Electric Pokémon,Electric,Flying,1.6,52.6,2,Pressure,,Static,580,90,90,85,125,90,100,3,35,261,Slow,Undiscovered,,,80,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
